OBJECTID,id_no,binomial,presence,origin,seasonal,compiler,year,citation,source,dist_comm,island,subspecies,subpop,legend,tax_comm,kingdom_na,phylum_nam,class_name,order_name,family_nam,genus_name,scientific,code,shape_Leng,ORIG_FID,POINT_X,POINT_Y
5972,17315.000000000000000,Pipistrellus maderensis,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Graciosa, , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus maderensis,VU,0.344048324389000,5971,-28.010978118345463,39.051360044130774
5973,17315.000000000000000,Pipistrellus maderensis,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,San Jorge, , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus maderensis,VU,1.278776951050000,5972,-28.031371528173452,38.638445060890888
5974,17315.000000000000000,Pipistrellus maderensis,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Santa Maria, , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus maderensis,VU,0.485928318746000,5973,-25.102535965962034,36.970519962426351
5975,17315.000000000000000,Pipistrellus maderensis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,El Hierro, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus maderensis,VU,0.833177827241000,5974,-18.010826592673084,27.747039618383724
5976,17315.000000000000000,Pipistrellus maderensis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Tenerife, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus maderensis,VU,2.292254360600000,5975,-16.549663270543476,28.283759116390172
5977,17315.000000000000000,Pipistrellus maderensis,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Corvo, , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus maderensis,VU,0.181463218876000,5976,-31.102649212790880,39.703118504315569
5978,17315.000000000000000,Pipistrellus maderensis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,La Gomera, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus maderensis,VU,0.714117216696000,5977,-17.221893988616614,28.109600141133683
5979,17315.000000000000000,Pipistrellus maderensis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,La Palma, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus maderensis,VU,1.118628244480000,5978,-17.852907223289662,28.681910567218949
5980,17315.000000000000000,Pipistrellus maderensis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Madeira, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus maderensis,VU,1.429941503630000,5979,-16.995289849446976,32.743448648736205
5981,17315.000000000000000,Pipistrellus maderensis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Porto Santo, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus maderensis,VU,0.316214185315000,5980,-16.336660460012183,33.063803567880427
5982,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,583.834484178000030,5981,25.791431954521158,50.106144961221048
5983,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Corsica, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,7.923208347980000,5982,9.103980678965229,42.158859255150560
5984,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Crete, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,1.271230492030000,5983,24.946341313900575,35.199919569032943
5985,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Fyn, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,5.995073809860000,5984,10.330451397214233,55.326910000096461
5986,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Gotland, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,5.630844595980000,5985,18.519657710435013,57.482552843239205
5987,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Great Britain, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,77.102536984599993,5986,-2.164595153343612,53.411996793717094
5988,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Ireland, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,16.913475255300000,5987,-6.673340661842019,53.665011979019653
5989,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Lolland, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,3.439809653910000,5988,11.426272862402755,54.782948522456422
5990,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Majorca, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,4.163503379790000,5989,2.954297415393455,39.612756640506632
5991,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Öland, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,3.641166493250000,5990,16.686436002219750,56.747445113301410
5992,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Sardinia, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,11.948516053000001,5991,9.032358822301831,40.089900444350064
5993,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Sicily, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,10.242173308000000,5992,14.157397798569605,37.591343691258373
5994,17316.000000000000000,Pipistrellus nathusii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Zealand, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nathusii,LC,12.119213423100000,5993,11.873130353283216,55.567043869279189
5995,17317.000000000000000,Pipistrellus pipistrellus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus pipistrellus,LC,1171.654023979999900,5994,44.077552135822486,42.218856231330051
5996,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kyushu, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,26.490710361800001,5995,130.874995929918330,32.644402563427604
5997,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,385.577346346000010,5996,114.955460481715930,31.463711293441463
5998,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Miyako, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,0.787903536297000,5997,125.335637173616760,24.773467195554701
5999,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Iki, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,0.809843171473000,5998,129.720069398384110,33.778075800158092
6000,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Iriomote, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,1.227324794410000,5999,123.815384321829010,24.329443547581718
6001,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Ishigaki, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,1.123199851970000,6000,124.207469595445560,24.428940609621463
6002,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kuchino, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,0.152285653216000,6001,129.925615022415400,29.965699698382423
6003,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Amami-oshima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,2.750368284160000,6002,129.430655940219480,28.305129674694797
6004,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Hokkaido, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,1.911727690100000,6003,140.245855337154130,41.696755525247340
6005,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Hainan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,12.466455915699999,6004,109.743483289622190,19.196053824724288
6006,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Hong Kong, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,2.970975934850000,6005,114.156663198847580,22.423310491585994
6007,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Okinawa, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,3.560598644210000,6006,127.966533821578650,26.495787471414701
6008,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Shikoku, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,14.587070431600001,6007,133.467361216546920,33.656081960614017
6009,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Taiwan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,10.306224587199999,6008,120.969670210411890,23.750556848819542
6010,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Takarajima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,0.103486653372000,6009,129.211894195061060,29.141613241258142
6011,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Yakushima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,0.856356732858000,6010,130.526134754715260,30.334383004372228
6012,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Yonaguni, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,0.239958854059000,6011,122.989819068095580,24.449397775087277
6013,17320.000000000000000,Pipistrellus abramus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Tsushima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus abramus,LC,2.429592086540000,6012,129.373265987135710,34.515077995153433
6014,17321.000000000000000,Pipistrellus adamsi,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Prince of Wales, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus adamsi,LC,0.622068194702000,6013,142.187882498878250,-10.688365012135534
6015,17321.000000000000000,Pipistrellus adamsi,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus adamsi,LC,84.242437294699997,6014,135.091317329731050,-13.430295676804008
6016,17323.000000000000000,Pipistrellus aero,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus aero,DD,1.695176436270000,6015,37.289996584774599,0.706595364884208
6017,17323.000000000000000,Pipistrellus aero,2,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), ,Questionable locality. If this specimen is from BMNH then it is kuhlii from Jacobs & Taylor, , , ,Probably Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus aero,DD,0.565058812062000,6016,37.650905481902498,12.751643702394972
6018,17324.000000000000000,Falsistrellus affinis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Falsistrellus,Falsistrellus affinis,LC,80.477811248199998,6017,94.996386723668422,24.356045818359860
6019,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Misima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,0.869865262425000,6018,152.721161480118330,-10.666531704974147
6020,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Biak-Supiori, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,3.653137852900000,6019,135.892088315123710,-0.937288227469651
6021,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Duke of York, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,0.358415028820000,6020,152.453860570409120,-4.175358419055726
6022,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Fauro, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,0.751765676262000,6021,156.065236316203140,-6.914769534986021
6023,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Emirau, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,0.342353622059000,6022,149.952543537154610,-1.667901608972045
6024,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Nendo, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,1.380593769650000,6023,165.821818765723490,-10.707184648852433
6025,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,New Britain, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,17.268915730000000,6024,150.608824908243040,-5.476275644905059
6026,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Bougainville, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,5.483919324860000,6025,155.304933430733290,-6.227063346096486
6027,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Fergusson, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,1.959294703100000,6026,150.665004242551840,-9.531486762903739
6028,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Karkar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,0.710844126826000,6027,145.974511490712760,-4.643245598205738
6029,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Goodenough, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,1.109157216430000,6028,150.242004247498130,-9.351167216693625
6030,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Guadalcanal, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,3.590023122120000,6029,160.158381744621920,-9.622378706911775
6031,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Manus, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,2.928953603990000,6030,146.912979664779750,-2.090037037179457
6032,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Mioko, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,0.035033036310900,6031,152.455166637830190,-4.233838764147606
6033,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,New Georgia, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,3.632894671340000,6032,157.565491920315940,-8.261792090132815
6034,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,New Ireland, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,8.778680046860000,6033,152.327209728346360,-3.808606006062291
6035,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,New Guinea, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,60.688579649799998,6034,145.176270312624870,-6.586041858345027
6036,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sudest, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,2.074222147590000,6035,153.472152492843290,-11.507605610910161
6037,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Normanby, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,2.395953016600000,6036,151.050298368474960,-9.986763606055547
6038,17326.000000000000000,Pipistrellus angulatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Santa Isabel, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,LC,5.797582263320000,6037,159.192155857107200,-8.031004476575276
